"state","year","min_wage","gdp_millions","unemployment","population","rental_vacancy_rate","bachelors","homeowner_rate","manufacturing"
"NH",1973,NA,NA,NA,800.951,NA,NA,NA,NA
"NH",1974,NA,NA,NA,815.914,NA,NA,NA,NA
"NH",1975,NA,NA,NA,828.555,NA,NA,NA,NA
"NJ",1900,NA,NA,NA,1884,NA,NA,NA,NA
"NJ",1901,NA,NA,NA,1889,NA,NA,NA,NA
"NJ",1902,NA,NA,NA,1917,NA,NA,NA,NA
"NJ",1903,NA,NA,NA,1969,NA,NA,NA,NA
"NJ",1904,NA,NA,NA,2050,NA,NA,NA,NA
"NJ",1905,NA,NA,NA,2151,NA,NA,NA,NA
"NJ",1906,NA,NA,NA,2239,NA,NA,NA,NA
"NJ",1907,NA,NA,NA,2314,NA,NA,NA,NA
"NJ",1908,NA,NA,NA,2403,NA,NA,NA,NA
"NJ",1909,NA,NA,NA,2487,NA,NA,NA,NA
"NJ",1910,NA,NA,NA,2550,NA,NA,NA,NA
"NJ",1911,NA,NA,NA,2610,NA,NA,NA,NA
"NJ",1912,NA,NA,NA,2670,NA,NA,NA,NA
"NJ",1913,NA,NA,NA,2729,NA,NA,NA,NA
"NJ",1914,NA,NA,NA,2789,NA,NA,NA,NA
"NJ",1915,NA,NA,NA,2850,NA,NA,NA,NA
"NJ",1916,NA,NA,NA,2918,NA,NA,NA,NA
"NJ",1917,NA,NA,NA,2976,NA,NA,NA,NA
"NJ",1918,NA,NA,NA,3043,NA,NA,NA,NA
"NJ",1919,NA,NA,NA,3136,NA,NA,NA,NA
"NJ",1920,NA,NA,NA,3198,NA,NA,NA,NA
"NJ",1921,NA,NA,NA,3297,NA,NA,NA,NA
"NJ",1922,NA,NA,NA,3380,NA,NA,NA,NA
"NJ",1923,NA,NA,NA,3472,NA,NA,NA,NA
"NJ",1924,NA,NA,NA,3573,NA,NA,NA,NA
"NJ",1925,NA,NA,NA,3664,NA,NA,NA,NA
"NJ",1926,NA,NA,NA,3758,NA,NA,NA,NA
"NJ",1927,NA,NA,NA,3891,NA,NA,NA,NA
"NJ",1928,NA,NA,NA,3968,NA,NA,NA,NA
"NJ",1929,NA,NA,NA,3989,NA,NA,NA,NA
"NJ",1930,NA,NA,NA,4068,NA,NA,NA,NA
"NJ",1931,NA,NA,NA,4120,NA,NA,NA,NA
"NJ",1932,NA,NA,NA,4120,NA,NA,NA,NA
"NJ",1933,NA,NA,NA,4107,NA,NA,NA,NA
"NJ",1934,NA,NA,NA,4089,NA,NA,NA,NA
"NJ",1935,NA,NA,NA,4085,NA,NA,NA,NA
"NJ",1936,NA,NA,NA,4084,NA,NA,NA,NA
"NJ",1937,NA,NA,NA,4088,NA,NA,NA,NA
"NJ",1938,NA,NA,NA,4100,NA,NA,NA,NA
"NJ",1939,NA,NA,NA,4129,NA,NA,NA,NA
"NJ",1940,NA,NA,NA,4175,NA,NA,NA,NA
"NJ",1941,NA,NA,NA,4254,NA,NA,NA,NA
"NJ",1942,NA,NA,NA,4297,NA,NA,NA,NA
"NJ",1943,NA,NA,NA,4226,NA,NA,NA,NA
"NJ",1944,NA,NA,NA,4158,NA,NA,NA,NA
"NJ",1945,NA,NA,NA,4108,NA,NA,NA,NA
"NJ",1946,NA,NA,NA,4492,NA,NA,NA,NA
"NJ",1947,NA,NA,NA,4618,NA,NA,NA,NA
"NJ",1948,NA,NA,NA,4774,NA,NA,NA,NA
"NJ",1949,NA,NA,NA,4889,NA,NA,NA,NA
"NJ",1950,NA,NA,NA,4872,NA,NA,NA,NA
"NJ",1951,NA,NA,NA,5006,NA,NA,NA,NA
"NJ",1952,NA,NA,NA,5125,NA,NA,NA,NA
"NJ",1953,NA,NA,NA,5229,NA,NA,NA,NA
"NJ",1954,NA,NA,NA,5360,NA,NA,NA,NA
"NJ",1955,NA,NA,NA,5502,NA,NA,NA,NA
"NJ",1956,NA,NA,NA,5615,NA,NA,NA,NA
"NJ",1957,NA,NA,NA,5737,NA,NA,NA,NA
"NJ",1958,NA,NA,NA,5890,NA,NA,NA,NA
"NJ",1959,NA,NA,NA,6015,NA,NA,NA,NA
"NJ",1960,NA,NA,NA,6103,NA,NA,NA,NA
"NJ",1961,NA,NA,NA,6265,NA,NA,NA,NA
"NJ",1962,NA,NA,NA,6376,NA,NA,NA,NA
"NJ",1963,NA,NA,NA,6531,NA,NA,NA,NA
"NJ",1964,NA,NA,NA,6660,NA,NA,NA,NA
"NJ",1965,NA,NA,NA,6767,NA,NA,NA,NA
"NJ",1966,NA,NA,NA,6851,NA,NA,NA,NA
"NJ",1967,NA,NA,NA,6928,NA,NA,NA,NA
"NJ",1968,NA,NA,NA,7005,NA,NA,NA,NA
"NJ",1969,NA,NA,NA,7095,NA,NA,NA,NA
"NJ",1970,NA,NA,NA,7171.112,NA,NA,NA,NA
"NJ",1971,NA,NA,NA,7281.107,NA,NA,NA,NA
"NJ",1972,NA,NA,NA,7335.042,NA,NA,NA,NA
"NJ",1973,NA,NA,NA,7333.083,NA,NA,NA,NA
"NJ",1974,NA,NA,NA,7332.411,NA,NA,NA,NA
"NJ",1975,NA,NA,NA,7337.765,NA,NA,NA,NA
"NM",1900,NA,NA,NA,196,NA,NA,NA,NA
"NM",1901,NA,NA,NA,206,NA,NA,NA,NA
"NM",1902,NA,NA,NA,218,NA,NA,NA,NA
"NM",1903,NA,NA,NA,229,NA,NA,NA,NA
"NM",1904,NA,NA,NA,242,NA,NA,NA,NA
"NM",1905,NA,NA,NA,255,NA,NA,NA,NA
"NM",1906,NA,NA,NA,269,NA,NA,NA,NA
"NM",1907,NA,NA,NA,283,NA,NA,NA,NA
"NM",1908,NA,NA,NA,298,NA,NA,NA,NA
"NM",1909,NA,NA,NA,314,NA,NA,NA,NA
"NM",1910,NA,NA,NA,329,NA,NA,NA,NA
"NM",1911,NA,NA,NA,334,NA,NA,NA,NA
"NM",1912,NA,NA,NA,338,NA,NA,NA,NA
"NM",1913,NA,NA,NA,344,NA,NA,NA,NA
"NM",1914,NA,NA,NA,348,NA,NA,NA,NA
"NM",1915,NA,NA,NA,351,NA,NA,NA,NA
"NM",1916,NA,NA,NA,354,NA,NA,NA,NA
"NM",1917,NA,NA,NA,361,NA,NA,NA,NA
"NM",1918,NA,NA,NA,382,NA,NA,NA,NA
"NM",1919,NA,NA,NA,362,NA,NA,NA,NA
"NM",1920,NA,NA,NA,363,NA,NA,NA,NA
"NM",1921,NA,NA,NA,370,NA,NA,NA,NA
"NM",1922,NA,NA,NA,375,NA,NA,NA,NA
"NM",1923,NA,NA,NA,382,NA,NA,NA,NA
"NM",1924,NA,NA,NA,390,NA,NA,NA,NA
"NM",1925,NA,NA,NA,396,NA,NA,NA,NA
"NM",1926,NA,NA,NA,403,NA,NA,NA,NA
"NM",1927,NA,NA,NA,410,NA,NA,NA,NA
"NM",1928,NA,NA,NA,416,NA,NA,NA,NA
"NM",1929,NA,NA,NA,420,NA,NA,NA,NA
"NM",1930,NA,NA,NA,427,NA,NA,NA,NA
"NM",1931,NA,NA,NA,436,NA,NA,NA,NA
"NM",1932,NA,NA,NA,441,NA,NA,NA,NA
"NM",1933,NA,NA,NA,449,NA,NA,NA,NA
"NM",1934,NA,NA,NA,461,NA,NA,NA,NA
"NM",1935,NA,NA,NA,475,NA,NA,NA,NA
"NM",1936,NA,NA,NA,489,NA,NA,NA,NA
"NM",1937,NA,NA,NA,503,NA,NA,NA,NA
"NM",1938,NA,NA,NA,513,NA,NA,NA,NA
"NM",1939,NA,NA,NA,523,NA,NA,NA,NA
"NM",1940,NA,NA,NA,531,NA,NA,NA,NA
"NM",1941,NA,NA,NA,506,NA,NA,NA,NA
"NM",1942,NA,NA,NA,502,NA,NA,NA,NA
"NM",1943,NA,NA,NA,534,NA,NA,NA,NA
"NM",1944,NA,NA,NA,527,NA,NA,NA,NA
"NM",1945,NA,NA,NA,537,NA,NA,NA,NA
"NM",1946,NA,NA,NA,561,NA,NA,NA,NA
"NM",1947,NA,NA,NA,582,NA,NA,NA,NA
"NM",1948,NA,NA,NA,604,NA,NA,NA,NA
"NM",1949,NA,NA,NA,644,NA,NA,NA,NA
"NM",1950,NA,NA,NA,689,NA,NA,NA,NA
"NM",1951,NA,NA,NA,717,NA,NA,NA,NA
"NM",1952,NA,NA,NA,735,NA,NA,NA,NA
"NM",1953,NA,NA,NA,756,NA,NA,NA,NA
"NM",1954,NA,NA,NA,763,NA,NA,NA,NA
"NM",1955,NA,NA,NA,785,NA,NA,NA,NA
"NM",1956,NA,NA,NA,806,NA,NA,NA,NA
"NM",1957,NA,NA,NA,847,NA,NA,NA,NA
"NM",1958,NA,NA,NA,886,NA,NA,NA,NA
"NM",1959,NA,NA,NA,919,NA,NA,NA,NA
"NM",1960,NA,NA,NA,954,NA,NA,NA,NA
"NM",1961,NA,NA,NA,965,NA,NA,NA,NA
"NM",1962,NA,NA,NA,979,NA,NA,NA,NA
"NM",1963,NA,NA,NA,989,NA,NA,NA,NA
"NM",1964,NA,NA,NA,1006,NA,NA,NA,NA
"NM",1965,NA,NA,NA,1012,NA,NA,NA,NA
"NM",1966,NA,NA,NA,1007,NA,NA,NA,NA
"NM",1967,NA,NA,NA,1000,NA,NA,NA,NA
"NM",1968,NA,NA,NA,994,NA,NA,NA,NA
"NM",1969,NA,NA,NA,1011,NA,NA,NA,NA
"NM",1970,NA,NA,NA,1017.055,NA,NA,NA,NA
"NM",1971,NA,NA,NA,1053.737,NA,NA,NA,NA
"NM",1972,NA,NA,NA,1078.697,NA,NA,NA,NA
"NM",1973,NA,NA,NA,1105.529,NA,NA,NA,NA
"NM",1974,NA,NA,NA,1131.309,NA,NA,NA,NA
"NM",1975,NA,NA,NA,1159.944,NA,NA,NA,NA
"NY",1900,NA,NA,NA,7283,NA,NA,NA,NA
"NY",1901,NA,NA,NA,7449,NA,NA,NA,NA
"NY",1902,NA,NA,NA,7612,NA,NA,NA,NA
"NY",1903,NA,NA,NA,7771,NA,NA,NA,NA
"NY",1904,NA,NA,NA,7927,NA,NA,NA,NA
"NY",1905,NA,NA,NA,8084,NA,NA,NA,NA
"NY",1906,NA,NA,NA,8289,NA,NA,NA,NA
"NY",1907,NA,NA,NA,8499,NA,NA,NA,NA
"NY",1908,NA,NA,NA,8714,NA,NA,NA,NA
"NY",1909,NA,NA,NA,8935,NA,NA,NA,NA
"NY",1910,NA,NA,NA,9137,NA,NA,NA,NA
"NY",1911,NA,NA,NA,9249,NA,NA,NA,NA
"NY",1912,NA,NA,NA,9361,NA,NA,NA,NA
"NY",1913,NA,NA,NA,9473,NA,NA,NA,NA
"NY",1914,NA,NA,NA,9585,NA,NA,NA,NA
"NY",1915,NA,NA,NA,9700,NA,NA,NA,NA
"NY",1916,NA,NA,NA,9848,NA,NA,NA,NA
"NY",1917,NA,NA,NA,9993,NA,NA,NA,NA
"NY",1918,NA,NA,NA,9936,NA,NA,NA,NA
"NY",1919,NA,NA,NA,10252,NA,NA,NA,NA
"NY",1920,NA,NA,NA,10282,NA,NA,NA,NA
"NY",1921,NA,NA,NA,10416,NA,NA,NA,NA
"NY",1922,NA,NA,NA,10589,NA,NA,NA,NA
"NY",1923,NA,NA,NA,10752,NA,NA,NA,NA
"NY",1924,NA,NA,NA,10953,NA,NA,NA,NA
"NY",1925,NA,NA,NA,11186,NA,NA,NA,NA
"NY",1926,NA,NA,NA,11257,NA,NA,NA,NA
"NY",1927,NA,NA,NA,11174,NA,NA,NA,NA
"NY",1928,NA,NA,NA,11599,NA,NA,NA,NA
"NY",1929,NA,NA,NA,12171,NA,NA,NA,NA
"NY",1930,NA,NA,NA,12647,NA,NA,NA,NA
"NY",1931,NA,NA,NA,12848,NA,NA,NA,NA
"NY",1932,NA,NA,NA,13001,NA,NA,NA,NA
"NY",1933,NA,NA,NA,13126,NA,NA,NA,NA
"NY",1934,NA,NA,NA,13253,NA,NA,NA,NA
"NY",1935,NA,NA,NA,13375,NA,NA,NA,NA
"NY",1936,NA,NA,NA,13481,NA,NA,NA,NA
"NY",1937,NA,NA,NA,13511,NA,NA,NA,NA
"NY",1938,NA,NA,NA,13512,NA,NA,NA,NA
"NY",1939,NA,NA,NA,13523,NA,NA,NA,NA
"NY",1940,NA,NA,NA,13456,NA,NA,NA,NA
"NY",1941,NA,NA,NA,13267,NA,NA,NA,NA
"NY",1942,NA,NA,NA,13002,NA,NA,NA,NA
"NY",1943,NA,NA,NA,12807,NA,NA,NA,NA
"NY",1944,NA,NA,NA,12628,NA,NA,NA,NA
"NY",1945,NA,NA,NA,12495,NA,NA,NA,NA
"NY",1946,NA,NA,NA,13398,NA,NA,NA,NA
"NY",1947,NA,NA,NA,13982,NA,NA,NA,NA
"NY",1948,NA,NA,NA,14497,NA,NA,NA,NA
"NY",1949,NA,NA,NA,14892,NA,NA,NA,NA
"NY",1950,NA,NA,NA,14865,NA,NA,NA,NA
"NY",1951,NA,NA,NA,14890,NA,NA,NA,NA
"NY",1952,NA,NA,NA,15192,NA,NA,NA,NA
"NY",1953,NA,NA,NA,15527,NA,NA,NA,NA
"NY",1954,NA,NA,NA,15814,NA,NA,NA,NA
"NY",1955,NA,NA,NA,15966,NA,NA,NA,NA
"NY",1956,NA,NA,NA,16112,NA,NA,NA,NA
"NY",1957,NA,NA,NA,16374,NA,NA,NA,NA
"NY",1958,NA,NA,NA,16601,NA,NA,NA,NA
"NY",1959,NA,NA,NA,16685,NA,NA,NA,NA
"NY",1960,NA,NA,NA,16838,NA,NA,NA,NA
"NY",1961,NA,NA,NA,17061,NA,NA,NA,NA
"NY",1962,NA,NA,NA,17301,NA,NA,NA,NA
"NY",1963,NA,NA,NA,17461,NA,NA,NA,NA
"NY",1964,NA,NA,NA,17589,NA,NA,NA,NA
"NY",1965,NA,NA,NA,17734,NA,NA,NA,NA
"NY",1966,NA,NA,NA,17843,NA,NA,NA,NA
"NY",1967,NA,NA,NA,17935,NA,NA,NA,NA
"NY",1968,NA,NA,NA,18051,NA,NA,NA,NA
"NY",1969,NA,NA,NA,18105,NA,NA,NA,NA
"NY",1970,NA,NA,NA,18241.391,NA,NA,NA,NA
"NY",1971,NA,NA,NA,18357.982,NA,NA,NA,NA
"NY",1972,NA,NA,NA,18339.4,NA,NA,NA,NA
"NY",1973,NA,NA,NA,18177.063,NA,NA,NA,NA
"NY",1974,NA,NA,NA,18049.775,NA,NA,NA,NA
"NY",1975,NA,NA,NA,18003.485,NA,NA,NA,NA
"NC",1900,NA,NA,NA,1897,NA,NA,NA,NA
"NC",1901,NA,NA,NA,1926,NA,NA,NA,NA
"NC",1902,NA,NA,NA,1956,NA,NA,NA,NA
"NC",1903,NA,NA,NA,1986,NA,NA,NA,NA
"NC",1904,NA,NA,NA,2017,NA,NA,NA,NA
"NC",1905,NA,NA,NA,2051,NA,NA,NA,NA
"NC",1906,NA,NA,NA,2077,NA,NA,NA,NA
"NC",1907,NA,NA,NA,2105,NA,NA,NA,NA
"NC",1908,NA,NA,NA,2142,NA,NA,NA,NA
"NC",1909,NA,NA,NA,2174,NA,NA,NA,NA
"NC",1910,NA,NA,NA,2221,NA,NA,NA,NA
"NC",1911,NA,NA,NA,2276,NA,NA,NA,NA
"NC",1912,NA,NA,NA,2313,NA,NA,NA,NA
"NC",1913,NA,NA,NA,2362,NA,NA,NA,NA
"NC",1914,NA,NA,NA,2421,NA,NA,NA,NA
"NC",1915,NA,NA,NA,2473,NA,NA,NA,NA
"NC",1916,NA,NA,NA,2513,NA,NA,NA,NA
"NC",1917,NA,NA,NA,2546,NA,NA,NA,NA
"NC",1918,NA,NA,NA,2522,NA,NA,NA,NA
"NC",1919,NA,NA,NA,2535,NA,NA,NA,NA
"NC",1920,NA,NA,NA,2588,NA,NA,NA,NA
"NC",1921,NA,NA,NA,2651,NA,NA,NA,NA
"NC",1922,NA,NA,NA,2700,NA,NA,NA,NA
"NC",1923,NA,NA,NA,2761,NA,NA,NA,NA
"NC",1924,NA,NA,NA,2830,NA,NA,NA,NA
"NC",1925,NA,NA,NA,2895,NA,NA,NA,NA
"NC",1926,NA,NA,NA,2959,NA,NA,NA,NA
"NC",1927,NA,NA,NA,3027,NA,NA,NA,NA
"NC",1928,NA,NA,NA,3082,NA,NA,NA,NA
"NC",1929,NA,NA,NA,3133,NA,NA,NA,NA
"NC",1930,NA,NA,NA,3167,NA,NA,NA,NA
"NC",1931,NA,NA,NA,3184,NA,NA,NA,NA
"NC",1932,NA,NA,NA,3227,NA,NA,NA,NA
"NC",1933,NA,NA,NA,3268,NA,NA,NA,NA
"NC",1934,NA,NA,NA,3304,NA,NA,NA,NA
"NC",1935,NA,NA,NA,3323,NA,NA,NA,NA
"NC",1936,NA,NA,NA,3346,NA,NA,NA,NA
"NC",1937,NA,NA,NA,3385,NA,NA,NA,NA
"NC",1938,NA,NA,NA,3440,NA,NA,NA,NA
"NC",1939,NA,NA,NA,3514,NA,NA,NA,NA
"NC",1940,NA,NA,NA,3574,NA,NA,NA,NA
"NC",1941,NA,NA,NA,3589,NA,NA,NA,NA
"NC",1942,NA,NA,NA,3569,NA,NA,NA,NA
"NC",1943,NA,NA,NA,3654,NA,NA,NA,NA
"NC",1944,NA,NA,NA,3560,NA,NA,NA,NA
"NC",1945,NA,NA,NA,3533,NA,NA,NA,NA
"NC",1946,NA,NA,NA,3706,NA,NA,NA,NA
"NC",1947,NA,NA,NA,3769,NA,NA,NA,NA
"NC",1948,NA,NA,NA,3837,NA,NA,NA,NA
"NC",1949,NA,NA,NA,3911,NA,NA,NA,NA
"NC",1950,NA,NA,NA,4068,NA,NA,NA,NA
"NC",1951,NA,NA,NA,4120,NA,NA,NA,NA
"NC",1952,NA,NA,NA,4109,NA,NA,NA,NA
"NC",1953,NA,NA,NA,4120,NA,NA,NA,NA
"NC",1954,NA,NA,NA,4131,NA,NA,NA,NA
"NC",1955,NA,NA,NA,4242,NA,NA,NA,NA
"NC",1956,NA,NA,NA,4309,NA,NA,NA,NA
"NC",1957,NA,NA,NA,4368,NA,NA,NA,NA
"NC",1958,NA,NA,NA,4376,NA,NA,NA,NA
"NC",1959,NA,NA,NA,4458,NA,NA,NA,NA
"NC",1960,NA,NA,NA,4573,NA,NA,NA,NA
"NC",1961,NA,NA,NA,4663,NA,NA,NA,NA
"NC",1962,NA,NA,NA,4707,NA,NA,NA,NA
"NC",1963,NA,NA,NA,4742,NA,NA,NA,NA
"NC",1964,NA,NA,NA,4802,NA,NA,NA,NA
"NC",1965,NA,NA,NA,4863,NA,NA,NA,NA
"NC",1966,NA,NA,NA,4896,NA,NA,NA,NA
"NC",1967,NA,NA,NA,4952,NA,NA,NA,NA
"NC",1968,NA,NA,NA,5004,NA,NA,NA,NA
"NC",1969,NA,NA,NA,5031,NA,NA,NA,NA
"NC",1970,NA,NA,NA,5084.411,NA,NA,NA,NA
"NC",1971,NA,NA,NA,5203.531,NA,NA,NA,NA
"NC",1972,NA,NA,NA,5301.15,NA,NA,NA,NA
"NC",1973,NA,NA,NA,5389.852,NA,NA,NA,NA
"NC",1974,NA,NA,NA,5470.911,NA,NA,NA,NA
"NC",1975,NA,NA,NA,5547.188,NA,NA,NA,NA
"ND",1900,NA,NA,NA,321,NA,NA,NA,NA
"ND",1901,NA,NA,NA,346,NA,NA,NA,NA
"ND",1902,NA,NA,NA,371,NA,NA,NA,NA
"ND",1903,NA,NA,NA,396,NA,NA,NA,NA
"ND",1904,NA,NA,NA,421,NA,NA,NA,NA
"ND",1905,NA,NA,NA,446,NA,NA,NA,NA
"ND",1906,NA,NA,NA,474,NA,NA,NA,NA
"ND",1907,NA,NA,NA,501,NA,NA,NA,NA
"ND",1908,NA,NA,NA,528,NA,NA,NA,NA
"ND",1909,NA,NA,NA,555,NA,NA,NA,NA
"ND",1910,NA,NA,NA,580,NA,NA,NA,NA
"ND",1911,NA,NA,NA,584,NA,NA,NA,NA
"ND",1912,NA,NA,NA,603,NA,NA,NA,NA
"ND",1913,NA,NA,NA,609,NA,NA,NA,NA
"ND",1914,NA,NA,NA,620,NA,NA,NA,NA
"ND",1915,NA,NA,NA,641,NA,NA,NA,NA
"ND",1916,NA,NA,NA,652,NA,NA,NA,NA
"ND",1917,NA,NA,NA,661,NA,NA,NA,NA
"ND",1918,NA,NA,NA,636,NA,NA,NA,NA
"ND",1919,NA,NA,NA,648,NA,NA,NA,NA
"ND",1920,NA,NA,NA,646,NA,NA,NA,NA
"ND",1921,NA,NA,NA,646,NA,NA,NA,NA
"ND",1922,NA,NA,NA,647,NA,NA,NA,NA
"ND",1923,NA,NA,NA,648,NA,NA,NA,NA
"ND",1924,NA,NA,NA,642,NA,NA,NA,NA
"ND",1925,NA,NA,NA,643,NA,NA,NA,NA
"ND",1926,NA,NA,NA,651,NA,NA,NA,NA
"ND",1927,NA,NA,NA,657,NA,NA,NA,NA
"ND",1928,NA,NA,NA,665,NA,NA,NA,NA
"ND",1929,NA,NA,NA,674,NA,NA,NA,NA
"ND",1930,NA,NA,NA,682,NA,NA,NA,NA
"ND",1931,NA,NA,NA,680,NA,NA,NA,NA
"ND",1932,NA,NA,NA,676,NA,NA,NA,NA
"ND",1933,NA,NA,NA,674,NA,NA,NA,NA
"ND",1934,NA,NA,NA,672,NA,NA,NA,NA
"ND",1935,NA,NA,NA,670,NA,NA,NA,NA
"ND",1936,NA,NA,NA,664,NA,NA,NA,NA
"ND",1937,NA,NA,NA,655,NA,NA,NA,NA
"ND",1938,NA,NA,NA,647,NA,NA,NA,NA
"ND",1939,NA,NA,NA,644,NA,NA,NA,NA
"ND",1940,NA,NA,NA,640,NA,NA,NA,NA
"ND",1941,NA,NA,NA,615,NA,NA,NA,NA
"ND",1942,NA,NA,NA,583,NA,NA,NA,NA
"ND",1943,NA,NA,NA,546,NA,NA,NA,NA
"ND",1944,NA,NA,NA,534,NA,NA,NA,NA
"ND",1945,NA,NA,NA,546,NA,NA,NA,NA
"ND",1946,NA,NA,NA,570,NA,NA,NA,NA
"ND",1947,NA,NA,NA,578,NA,NA,NA,NA
"ND",1948,NA,NA,NA,580,NA,NA,NA,NA
"ND",1949,NA,NA,NA,597,NA,NA,NA,NA
"ND",1950,NA,NA,NA,619,NA,NA,NA,NA
"ND",1951,NA,NA,NA,604,NA,NA,NA,NA
"ND",1952,NA,NA,NA,608,NA,NA,NA,NA
"ND",1953,NA,NA,NA,609,NA,NA,NA,NA
"ND",1954,NA,NA,NA,611,NA,NA,NA,NA
"ND",1955,NA,NA,NA,615,NA,NA,NA,NA
"ND",1956,NA,NA,NA,613,NA,NA,NA,NA
"ND",1957,NA,NA,NA,612,NA,NA,NA,NA
"ND",1958,NA,NA,NA,606,NA,NA,NA,NA
"ND",1959,NA,NA,NA,618,NA,NA,NA,NA
"ND",1960,NA,NA,NA,634,NA,NA,NA,NA
"ND",1961,NA,NA,NA,641,NA,NA,NA,NA
"ND",1962,NA,NA,NA,637,NA,NA,NA,NA
"ND",1963,NA,NA,NA,644,NA,NA,NA,NA
"ND",1964,NA,NA,NA,649,NA,NA,NA,NA
"ND",1965,NA,NA,NA,649,NA,NA,NA,NA
"ND",1966,NA,NA,NA,647,NA,NA,NA,NA
"ND",1967,NA,NA,NA,626,NA,NA,NA,NA
"ND",1968,NA,NA,NA,621,NA,NA,NA,NA
"ND",1969,NA,NA,NA,621,NA,NA,NA,NA
"ND",1970,NA,NA,NA,617.792,NA,NA,NA,NA
"ND",1971,NA,NA,NA,626.76,NA,NA,NA,NA
"ND",1972,NA,NA,NA,631.119,NA,NA,NA,NA
"ND",1973,NA,NA,NA,632.675,NA,NA,NA,NA
"ND",1974,NA,NA,NA,634.559,NA,NA,NA,NA
"ND",1975,NA,NA,NA,638.886,NA,NA,NA,NA
"OH",1900,NA,NA,NA,4161,NA,NA,NA,NA
"OH",1901,NA,NA,NA,4216,NA,NA,NA,NA
"OH",1902,NA,NA,NA,4322,NA,NA,NA,NA
"OH",1903,NA,NA,NA,4386,NA,NA,NA,NA
"OH",1904,NA,NA,NA,4458,NA,NA,NA,NA
"OH",1905,NA,NA,NA,4530,NA,NA,NA,NA
"OH",1906,NA,NA,NA,4587,NA,NA,NA,NA
"OH",1907,NA,NA,NA,4630,NA,NA,NA,NA
"OH",1908,NA,NA,NA,4677,NA,NA,NA,NA
"OH",1909,NA,NA,NA,4701,NA,NA,NA,NA
"OH",1910,NA,NA,NA,4786,NA,NA,NA,NA
"OH",1911,NA,NA,NA,4821,NA,NA,NA,NA
"OH",1912,NA,NA,NA,4893,NA,NA,NA,NA
"OH",1913,NA,NA,NA,4997,NA,NA,NA,NA
"OH",1914,NA,NA,NA,5109,NA,NA,NA,NA
"OH",1915,NA,NA,NA,5251,NA,NA,NA,NA
"OH",1916,NA,NA,NA,5366,NA,NA,NA,NA
"OH",1917,NA,NA,NA,5510,NA,NA,NA,NA
"OH",1918,NA,NA,NA,5547,NA,NA,NA,NA
"OH",1919,NA,NA,NA,5683,NA,NA,NA,NA
"OH",1920,NA,NA,NA,5799,NA,NA,NA,NA
"OH",1921,NA,NA,NA,5921,NA,NA,NA,NA
"OH",1922,NA,NA,NA,6054,NA,NA,NA,NA
"OH",1923,NA,NA,NA,6183,NA,NA,NA,NA
"OH",1924,NA,NA,NA,6319,NA,NA,NA,NA
"OH",1925,NA,NA,NA,6434,NA,NA,NA,NA
"OH",1926,NA,NA,NA,6504,NA,NA,NA,NA
"OH",1927,NA,NA,NA,6577,NA,NA,NA,NA
"OH",1928,NA,NA,NA,6608,NA,NA,NA,NA
"OH",1929,NA,NA,NA,6626,NA,NA,NA,NA
"OH",1930,NA,NA,NA,6662,NA,NA,NA,NA
"OH",1931,NA,NA,NA,6694,NA,NA,NA,NA
"OH",1932,NA,NA,NA,6717,NA,NA,NA,NA
"OH",1933,NA,NA,NA,6740,NA,NA,NA,NA
"OH",1934,NA,NA,NA,6751,NA,NA,NA,NA
"OH",1935,NA,NA,NA,6787,NA,NA,NA,NA
"OH",1936,NA,NA,NA,6801,NA,NA,NA,NA
"OH",1937,NA,NA,NA,6809,NA,NA,NA,NA
"OH",1938,NA,NA,NA,6837,NA,NA,NA,NA
"OH",1939,NA,NA,NA,6886,NA,NA,NA,NA
"OH",1940,NA,NA,NA,6929,NA,NA,NA,NA
"OH",1941,NA,NA,NA,6958,NA,NA,NA,NA
"OH",1942,NA,NA,NA,6969,NA,NA,NA,NA
"OH",1943,NA,NA,NA,6868,NA,NA,NA,NA
"OH",1944,NA,NA,NA,6918,NA,NA,NA,NA
"OH",1945,NA,NA,NA,6916,NA,NA,NA,NA
"OH",1946,NA,NA,NA,7512,NA,NA,NA,NA
"OH",1947,NA,NA,NA,7705,NA,NA,NA,NA
"OH",1948,NA,NA,NA,7876,NA,NA,NA,NA
"OH",1949,NA,NA,NA,7973,NA,NA,NA,NA
"OH",1950,NA,NA,NA,7980,NA,NA,NA,NA
"OH",1951,NA,NA,NA,8061,NA,NA,NA,NA
"OH",1952,NA,NA,NA,8275,NA,NA,NA,NA
"OH",1953,NA,NA,NA,8591,NA,NA,NA,NA
"OH",1954,NA,NA,NA,8873,NA,NA,NA,NA
"OH",1955,NA,NA,NA,9017,NA,NA,NA,NA
"OH",1956,NA,NA,NA,9207,NA,NA,NA,NA
"OH",1957,NA,NA,NA,9410,NA,NA,NA,NA
"OH",1958,NA,NA,NA,9599,NA,NA,NA,NA
"OH",1959,NA,NA,NA,9671,NA,NA,NA,NA
"OH",1960,NA,NA,NA,9734,NA,NA,NA,NA
"OH",1961,NA,NA,NA,9854,NA,NA,NA,NA
"OH",1962,NA,NA,NA,9929,NA,NA,NA,NA
"OH",1963,NA,NA,NA,9986,NA,NA,NA,NA
"OH",1964,NA,NA,NA,10080,NA,NA,NA,NA
"OH",1965,NA,NA,NA,10201,NA,NA,NA,NA
