"state","year","min_wage","gdp_millions","unemployment","population","rental_vacancy_rate","bachelors","homeowner_rate","manufacturing"
"IN",2016,NA,340500.7,4.4,6637.898,9.8,25.6,70.9,523.4
"IN",2017,NA,352601,3.5,6662.068,10.4,26.8,70,531.9
"IN",2018,NA,373196.8,3.4,6698.481,9,27.1,69.8,542.3
"IN",2019,NA,381132.3,3.3,6731.01,6.7,26.9,69.5,541.1
"IN",2020,NA,373781.6,7.3,6788.799,9.3,28.9,72.7,504.7
"IN",2021,NA,412975.2,3.9,6813.532,8.4,28.9,73,524.6
"IN",2022,NA,455750.2,3,6833.037,8.8,NA,72.6,541.6
"IA",1997,NA,82720.4,3.1,2854.396,6.4,NA,72.7,239.2
"IA",1998,NA,84644,2.8,2861.025,6,NA,72.1,251
"IA",1999,NA,87782.4,2.7,2869.413,7.3,NA,73.9,252.9
"IA",2000,NA,93112,2.7,2929.067,6.9,NA,75.2,251.6
"IA",2001,NA,94837.8,3.3,2931.997,8.2,NA,76.6,240.3
"IA",2002,NA,98557,4,2934.234,8.6,NA,73.9,227.4
"IA",2003,NA,105123.3,4.5,2941.999,8.3,NA,73.4,220.1
"IA",2004,NA,117188.5,4.5,2953.635,9.4,NA,73.2,223.4
"IA",2005,NA,123190.9,4.3,2964.454,13.1,NA,73.9,229.2
"IA",2006,NA,127896.3,3.7,2982.644,13.5,24,74,231.2
"IA",2007,NA,137930.2,3.7,2999.212,10.9,24.3,73.7,229.7
"IA",2008,NA,137548.5,4.2,3016.734,8.9,24.3,74,227.5
"IA",2009,NA,136894.6,6.4,3032.87,8.5,25.1,72.4,202.9
"IA",2010,NA,142233.9,6.1,3050.819,8.1,24.9,71.1,200.6
"IA",2011,NA,148477.6,5.7,3066.772,7.2,25.8,71.2,205.9
"IA",2012,NA,158538.4,5.1,3076.844,6.3,26.3,70.2,210.7
"IA",2013,NA,162200.3,4.7,3093.935,6.4,26.4,69.8,214.5
"IA",2014,NA,173095.9,4.2,3110.643,5.7,27.7,69.4,217.1
"IA",2015,NA,180299.3,3.7,3122.541,5.7,26.8,68.8,216.2
"IA",2016,NA,181011.4,3.6,3133.21,5.4,28.4,70,214
"IA",2017,NA,184561.3,3.1,3143.734,7,28.9,70,216
"IA",2018,NA,191516.6,2.6,3149.9,7.4,29,68.9,222.6
"IA",2019,NA,195708.7,2.7,3159.596,6.7,29.3,69.5,226.1
"IA",2020,NA,196982.9,5.2,3190.571,8.9,29.5,72.1,216.6
"IA",2021,NA,216860.2,3.8,3197.689,7.3,30.5,72.1,218
"IA",2022,NA,231107.8,2.7,3200.517,7.6,NA,73.8,223.7
"KS",1997,NA,74662.3,3.8,2616.339,9.4,NA,66.5,197.5
"KS",1998,NA,78382,3.7,2638.667,8.4,NA,66.7,205
"KS",1999,NA,81883.8,3.5,2654.052,7.7,NA,67.5,203.1
"KS",2000,NA,86099,3.8,2693.681,9.2,NA,69.3,199.6
"KS",2001,NA,88883.6,4.3,2702.162,10.1,NA,70.4,194.3
"KS",2002,NA,91584.2,5.1,2713.535,11.6,NA,70.3,183.1
"KS",2003,NA,95359.9,5.6,2723.004,10.5,NA,70.3,173.9
"KS",2004,NA,99083,5.5,2734.373,13.6,NA,69.9,176.1
"KS",2005,NA,105526.3,5.1,2745.299,12.8,NA,69.5,179.3
"KS",2006,NA,114091.9,4.4,2762.931,11.3,28.6,70,181.8
"KS",2007,NA,123878.7,4.2,2783.785,11.1,28.8,69.4,185.2
"KS",2008,NA,128604.3,4.6,2808.076,10.3,29.6,68.8,186.4
"KS",2009,NA,125348.9,6.9,2832.704,10.5,29.5,67.4,166.4
"KS",2010,NA,128591.3,6.9,2858.266,11.3,29.8,67.4,159.3
"KS",2011,NA,136358.9,6.4,2869.677,8.7,30.1,65.4,160.2
"KS",2012,NA,141818.2,5.7,2886.024,8,30.4,63.2,162
"KS",2013,NA,144483.2,5.3,2894.306,10,31.1,63.5,161.9
"KS",2014,NA,150183.6,4.5,2901.861,8.8,31.5,64.7,163.5
"KS",2015,NA,154958.2,4.2,2910.717,12,31.7,64.9,162.7
"KS",2016,NA,160451,4,2912.977,11.1,32.8,67.1,161.9
"KS",2017,NA,165182.5,3.6,2910.892,11.5,33.7,66,163.1
"KS",2018,NA,172343,3.4,2912.748,10.5,33.8,67.3,166.9
"KS",2019,NA,176564.4,3.3,2912.635,11.8,34,69.2,170.6
"KS",2020,NA,177580.9,5.9,2937.919,12.1,35.1,69.5,159.2
"KS",2021,NA,191380.6,3.3,2937.922,8.8,35.4,69.3,161.2
"KS",2022,NA,210670.5,2.7,2937.15,8.5,NA,69,169.4
"KY",1997,NA,104546.2,5.2,3907.816,9.4,NA,75,302.5
"KY",1998,NA,109382.3,4.5,3934.31,8.3,NA,75.1,306.6
"KY",1999,NA,115106.8,4.5,3960.825,10.1,NA,73.9,309.2
"KY",2000,NA,114169.2,4.1,4049.021,9.5,NA,73.4,310.5
"KY",2001,NA,117647.9,5.2,4068.132,10.1,NA,73.9,291.9
"KY",2002,NA,122435.3,5.8,4089.875,9.6,NA,73.7,275.2
"KY",2003,NA,127982.2,6.2,4117.17,9.9,NA,74.4,265.5
"KY",2004,NA,135529.3,5.5,4146.101,11.3,NA,73.3,263.7
"KY",2005,NA,145011.1,5.9,4182.742,11.2,NA,71.6,262.2
"KY",2006,NA,153408.4,5.7,4219.239,9.8,20,71.7,260.8
"KY",2007,NA,157163.7,5.4,4256.672,10.4,20,72.9,255.8
"KY",2008,NA,159883.8,6.5,4289.878,9.9,19.7,72.8,245.2
"KY",2009,NA,157479.8,10.8,4317.074,12.1,21,71.2,213.1
"KY",2010,NA,166408.7,10.3,4348.464,10.4,20.5,70.3,209.2
"KY",2011,NA,171586.9,9.4,4370.817,10.5,21.1,69.1,212.8
"KY",2012,NA,178143.7,8.2,4387.865,7.2,21.8,68.7,223.4
"KY",2013,NA,184524.4,7.9,4406.906,8.8,22.6,67.5,229.1
"KY",2014,NA,187983.8,6.4,4416.992,6.5,22.2,67.6,235.1
"KY",2015,NA,193413.1,5.2,4429.126,7.7,23.3,67.9,241.4
"KY",2016,NA,196484.9,5,4440.306,7.3,23.4,67.9,248.4
"KY",2017,NA,201872.2,4.8,4455.59,7.4,24,70.1,250.5
"KY",2018,NA,208558.6,4.2,4464.273,6.2,24.8,69.8,251.6
"KY",2019,NA,218494.7,4.1,4472.345,8.5,25.1,69.5,252.2
"KY",2020,NA,216865.6,6.5,4507.445,6.1,27.4,72.5,235.4
"KY",2021,NA,237182,4.4,4506.589,6.2,27,72.1,243.1
"KY",2022,NA,260304.1,3.9,4512.31,4.5,NA,71.4,252.5
"LA",1997,NA,116313.2,5.9,4351.39,8.4,NA,66.4,185.5
"LA",1998,NA,120198.1,5.5,4362.758,9.7,NA,66.6,184.9
"LA",1999,NA,125807.3,5,4372.035,12.8,NA,66.8,181.3
"LA",2000,NA,132640.8,5.2,4471.885,11.2,NA,68.1,177.3
"LA",2001,NA,137901.2,5.6,4477.875,8.8,NA,67.1,171.7
"LA",2002,NA,139800.9,6,4497.267,8.3,NA,67.4,160.7
"LA",2003,NA,155092.4,6.3,4521.042,8.8,NA,67.5,155.9
"LA",2004,NA,171006.1,5.7,4552.238,7.3,NA,70.6,153.4
"LA",2005,NA,199594.7,7.1,4576.628,8.8,NA,72.5,152.3
"LA",2006,NA,207773.8,4.1,4302.665,7.9,20.3,71.3,152.7
"LA",2007,NA,203041,4.1,4375.581,8.8,20.4,71.5,157.2
"LA",2008,NA,212392.4,4.7,4435.586,10.3,20.3,73.5,152.8
"LA",2009,NA,204906.9,6.8,4491.648,11.4,21.4,71.9,142.1
"LA",2010,NA,225308.9,7.5,4544.635,12.5,21.4,70.4,137.9
"LA",2011,NA,229945,7.4,4576.244,11.7,21.1,70.1,139.8
"LA",2012,NA,235384.7,6.8,4602.067,12.6,22,68.7,142.3
"LA",2013,NA,230832.5,6.4,4626.04,8.8,22.5,67.8,144.6
"LA",2014,NA,240737.3,6.3,4645.938,8.4,22.9,65.3,147.5
"LA",2015,NA,235113.5,6.3,4666.998,10,23.2,63.3,144
"LA",2016,NA,227090.7,6.1,4681.346,11.4,23.4,64.2,136
"LA",2017,NA,241213.4,5.1,4673.673,10.7,23.8,66.1,134.7
"LA",2018,NA,256677.8,4.8,4664.45,10.1,24.3,65.7,135.7
"LA",2019,NA,255481.9,4.6,4658.285,10.7,25,65.6,137.9
"LA",2020,NA,232527.8,8.7,4651.664,8,27.2,69.1,131.6
"LA",2021,NA,258571.3,5.6,4627.098,7.7,26.4,68.9,129.6
"LA",2022,NA,281429.3,3.6,4590.241,6.9,NA,69.6,134.1
"ME",1997,NA,30618.4,5.2,1245.215,6.1,NA,74.9,80.7
"ME",1998,NA,32156.2,4.5,1247.554,6.2,NA,74.6,81.1
"ME",1999,NA,34413.2,4,1253.04,7.4,NA,77.4,80.6
"ME",2000,NA,36890.3,3.3,1277.072,6,NA,76.5,79.5
"ME",2001,NA,38605.7,3.8,1285.692,4.9,NA,75.5,74.6
"ME",2002,NA,40466.2,4.5,1295.96,5.6,NA,74,68
"ME",2003,NA,42315.2,5.2,1306.513,6.1,NA,73.7,64.1
"ME",2004,NA,45210,4.7,1313.688,6.8,NA,74.7,63
"ME",2005,NA,47078.5,4.9,1318.787,6.8,NA,73.9,61.4
"ME",2006,NA,49045.4,4.7,1323.619,6.8,25.8,75.3,60
"ME",2007,NA,50459.3,4.7,1327.04,6.4,26.7,74.3,59.4
"ME",2008,NA,50713.2,5.4,1330.509,7.6,25.4,73.9,58.8
"ME",2009,NA,51123.8,8.4,1329.59,7.7,26.9,74,52.3
"ME",2010,NA,52256.2,8.4,1327.651,6.2,26.8,73.8,50.8
"ME",2011,NA,52575.5,7.7,1328.473,6.1,28.4,73.9,50.7
"ME",2012,NA,53679.7,7.2,1328.094,5.3,28,74.1,50.8
"ME",2013,NA,54470.1,6.7,1328.543,5.5,28.2,73.5,50.4
"ME",2014,NA,56410.8,5.6,1331.217,5.1,29.4,71,50.2
"ME",2015,NA,58131.3,4.4,1329.098,4.4,30.1,69.9,50.7
"ME",2016,NA,60254.4,3.8,1332.348,4,30.1,72.6,50.8
"ME",2017,NA,62253.6,3.4,1335.743,4,32.1,71,51.1
"ME",2018,NA,65477.1,3.2,1340.123,4.4,31.5,71.2,52.1
"ME",2019,NA,68690.4,2.9,1345.77,4.1,33.2,73.8,53.2
"ME",2020,NA,70740,5.1,1363.557,3.5,33.5,77.1,50.5
"ME",2021,NA,77963.3,4.6,1377.238,4.1,36,75.9,53.9
"ME",2022,NA,84497.5,2.9,1385.34,4,NA,74.9,54.5
"MD",1997,NA,159372.1,4.8,5092.914,8,NA,70.5,175.1
"MD",1998,NA,169982.1,4.2,5130.072,5.7,NA,68.7,175.3
"MD",1999,NA,180261.6,3.5,5171.634,5.5,NA,69.6,173.7
"MD",2000,NA,192021.4,3.5,5311.034,4.6,NA,69.9,174.1
"MD",2001,NA,205981,4.2,5374.691,7.6,NA,70.7,168.4
"MD",2002,NA,217837.1,4.8,5440.389,7.5,NA,72,156.7
"MD",2003,NA,228959.3,4.8,5496.269,9.4,NA,71.6,147.2
"MD",2004,NA,245124.5,4.6,5546.935,8.2,NA,72.1,143
"MD",2005,NA,262100,4.5,5592.379,8.8,NA,71.2,141
"MD",2006,NA,274145.3,4.2,5627.367,10.2,35.1,72.6,136.9
"MD",2007,NA,282965.6,3.7,5653.408,11.4,35.2,71.7,134
"MD",2008,NA,295400.2,4.5,5684.965,11.3,35.2,70.6,130.2
"MD",2009,NA,299102.7,7.6,5730.388,11.1,35.7,69.6,121.3
"MD",2010,NA,314728.3,7.8,5788.784,10.5,36.1,68.9,116.9
"MD",2011,NA,326281.2,7.3,5840.241,10.1,36.9,69.7,115.2
"MD",2012,NA,332523.5,6.9,5888.375,9.3,36.9,68.5,111.6
"MD",2013,NA,340577.6,6.5,5925.197,8.6,37.4,66.9,108.5
"MD",2014,NA,352761.3,5.7,5960.064,7.5,38.2,66.2,105.9
"MD",2015,NA,369728.1,5,5988.528,8.1,38.8,67.1,106.3
"MD",2016,NA,387733.4,4.3,6007.014,7.5,39.3,66.5,106.2
"MD",2017,NA,400157,4,6028.186,7.8,39.7,66.9,107.9
"MD",2018,NA,410812.2,3.8,6042.153,9,40.8,66.6,110
"MD",2019,NA,420371.3,3.4,6054.954,8.1,40.9,68.8,112.7
"MD",2020,NA,410931,6.5,6173.205,5.6,43.1,72,108.6
"MD",2021,NA,443929.9,5.3,6174.61,5,42.5,69.7,108.8
"MD",2022,NA,470187.1,3.2,6164.66,5.3,NA,71.8,110
"MA",1997,NA,237267.4,4.1,6115.476,5.2,NA,62.3,412
"MA",1998,NA,249299,3.4,6144.407,5.7,NA,61.3,412.4
"MA",1999,NA,264644.4,3.3,6175.169,4.7,NA,60.3,399.6
"MA",2000,NA,288791,2.8,6361.104,3.5,NA,59.9,402.2
"MA",2001,NA,296868.7,3.8,6397.634,3.3,NA,60.6,387.4
"MA",2002,NA,301836.4,5.2,6417.206,4.9,NA,62.6,347.5
"MA",2003,NA,311188.6,5.7,6422.565,5.2,NA,64.3,322.7
"MA",2004,NA,326737.1,5.1,6412.281,6.5,NA,63.8,311.2
"MA",2005,NA,341993.2,4.8,6403.29,5.7,NA,63.4,303.4
"MA",2006,NA,359270,4.7,6410.084,6.2,37,65.2,297.8
"MA",2007,NA,378519.1,4.5,6431.559,5.7,37.9,64.3,292.7
"MA",2008,NA,390778.4,5.3,6468.967,6.5,38.1,65.7,284.1
"MA",2009,NA,390504.8,8.1,6517.613,6,38.2,65.1,256.7
"MA",2010,NA,411136.1,8.1,6566.44,6.6,39,65.3,250.3
"MA",2011,NA,425523,7.2,6614.218,5.8,39.1,65.3,249.7
"MA",2012,NA,442916.9,6.7,6664.269,6.5,39.3,65.8,249.1
"MA",2013,NA,454321.2,6.6,6715.158,7.3,40.3,65.3,247.4
"MA",2014,NA,470468.5,5.7,6764.864,5.6,41.2,63,246.3
"MA",2015,NA,498851.3,4.8,6797.484,4.2,41.5,60.5,245.9
"MA",2016,NA,514637.6,4,6827.28,4.1,42.7,59.7,242.9
"MA",2017,NA,531008,3.8,6863.56,4.9,43.4,60,242.2
"MA",2018,NA,563054.3,3.5,6885.72,4.2,44.5,61.5,242.4
"MA",2019,NA,589904.3,3,6894.883,3.6,45,61.3,244.2
"MA",2020,NA,585150.3,9.4,6995.729,4.6,46.9,62.7,230
"MA",2021,NA,641332.2,5.5,6989.69,4.2,46.6,62,233.1
"MA",2022,NA,688391.6,3.8,6981.974,2.8,NA,61.2,238
"MI",1997,NA,299817.7,4.3,9785.45,8.9,NA,73.3,864.3
"MI",1998,NA,312688.1,4,9820.231,8.3,NA,74.4,880.3
"MI",1999,NA,338312.4,3.7,9863.775,10.2,NA,76.5,888.2
"MI",2000,NA,352152.4,3.7,9952.45,9.6,NA,77.2,886.4
"MI",2001,NA,349885.8,5.2,9991.12,10.9,NA,77.1,811.9
"MI",2002,NA,363660.8,6.2,10015.71,10.5,NA,76,753.3
"MI",2003,NA,374174.2,7.1,10041.152,10.5,NA,75.6,709
"MI",2004,NA,385621.1,7,10055.315,13,NA,77.1,689
"MI",2005,NA,400268.9,6.8,10051.137,13.1,NA,76.4,667.8
"MI",2006,NA,401869,7,10036.081,18.1,24.5,77.4,638.4
"MI",2007,NA,409615.4,7.1,10001.284,17,24.7,76.4,607.8
"MI",2008,NA,390420.9,8.2,9946.889,14.6,24.7,75.9,562.9
"MI",2009,NA,368733.8,13.1,9901.591,13.3,24.6,74.5,455.1
"MI",2010,NA,390043,12.2,9877.597,13.1,25.2,74.5,466.2
"MI",2011,NA,404554.7,10,9883.053,13.2,25.6,74.1,501.9
"MI",2012,NA,422691.2,9.1,9898.289,11.9,26,74.8,530.5
"MI",2013,NA,437274.4,8.7,9914.802,9.8,26.9,73.9,548.7
"MI",2014,NA,451773.2,7.2,9932.033,8.2,27.4,73.8,574.7
"MI",2015,NA,474983.3,5.4,9934.483,7.4,27.8,74.6,591.7
"MI",2016,NA,490264,5,9954.117,7.5,28.3,72.8,605.7
"MI",2017,NA,502130.4,4.6,9976.752,7.6,29.1,72.9,616.1
"MI",2018,NA,520245.1,4.2,9987.286,7.4,29.6,73,628.6
"MI",2019,NA,532217,4.1,9984.795,6.8,30,73,626.3
"MI",2020,NA,520105.3,10,10069.577,6.4,32.1,74.3,556.8
"MI",2021,NA,572205.8,5.9,10037.504,5.7,31.7,73,583.9
"MI",2022,NA,620695.6,4.2,10034.113,5.5,NA,74,603.2
"MN",1997,NA,156351.4,3.2,4687.726,4.7,NA,75.4,391.4
"MN",1998,NA,166904.8,2.7,4726.411,6.2,NA,75.4,397.1
"MN",1999,NA,175759.3,2.7,4775.508,5.2,NA,76.1,395.6
"MN",2000,NA,191515,3,4933.692,5.2,NA,76.1,396.8
"MN",2001,NA,196006.1,3.8,4982.796,5.5,NA,76.1,378.7
"MN",2002,NA,203713.8,4.5,5018.935,6.6,NA,77.3,355.9
"MN",2003,NA,215721.8,4.8,5053.572,7.9,NA,77.2,343.4
"MN",2004,NA,231267.1,4.6,5087.713,9.1,NA,76.4,343.1
"MN",2005,NA,245380.5,4.1,5119.598,10.5,NA,76.5,347.3
"MN",2006,NA,252295.9,4.1,5163.555,8.9,30.4,75.6,345.7
"MN",2007,NA,262063.1,4.6,5207.203,7.6,31,73.5,341.6
"MN",2008,NA,267420.6,5.4,5247.018,6.8,31.5,73.1,335.7
"MN",2009,NA,262088.9,7.9,5281.203,8.4,31.5,72.9,300
"MN",2010,NA,274231.3,7.4,5310.934,8.3,31.8,72.6,292.8
"MN",2011,NA,287039.3,6.5,5346.62,7.3,32.4,71.3,300.7
"MN",2012,NA,298328.3,5.7,5377.5,5.9,33.2,72,305.7
"MN",2013,NA,311126.4,5,5414.722,6.6,33.5,73.4,307.4
"MN",2014,NA,324751.4,4.3,5452.665,5.6,34.3,71.4,312.3
"MN",2015,NA,335530.2,3.8,5484.002,4.9,34.7,70.1,317.5
"MN",2016,NA,344060.8,3.9,5525.36,4.2,34.8,72.4,317.8
"MN",2017,NA,353664.9,3.5,5569.283,5.8,36.1,72.7,318.4
"MN",2018,NA,372011.3,3,5608.762,5,36.7,69.8,321.9
"MN",2019,NA,383956.6,3.3,5640.053,5,37.3,71.4,324.1
"MN",2020,NA,376814.4,6.3,5709.852,4.6,37.9,74.5,309.3
"MN",2021,NA,412458.6,3.8,5711.471,6.6,38.9,75.6,313.2
"MN",2022,NA,446499.5,2.7,5717.184,7.3,NA,75.1,323.8
"MS",1997,NA,58352.7,5.7,2731.826,11.5,NA,73.7,228.4
"MS",1998,NA,60940.4,5.2,2751.335,9.9,NA,75.1,233.8
"MS",1999,NA,63879,5.1,2768.619,11.2,NA,74.9,232.9
"MS",2000,NA,65673.1,5.3,2848.353,11.6,NA,75.2,222.5
"MS",2001,NA,67174,5.5,2852.994,13.5,NA,74.5,200.8
"MS",2002,NA,69259.9,6.4,2858.681,15.4,NA,74.9,187.9
"MS",2003,NA,73961.9,6.1,2868.312,15.8,NA,73.4,179
"MS",2004,NA,77998,6.2,2889.01,12.5,NA,74,179.6
"MS",2005,NA,82448.5,7.6,2905.943,13.2,NA,78.8,178.3
"MS",2006,NA,87099.5,6.4,2904.978,12.9,18.8,76.2,175.7
"MS",2007,NA,91191.4,6.2,2928.35,9.4,18.9,74,169.5
"MS",2008,NA,94514.5,6.7,2947.806,11.4,19.4,75.4,159.7
"MS",2009,NA,91792.2,9.4,2958.774,16,19.6,75.5,141
"MS",2010,NA,93943.1,10.1,2970.615,15.6,19.5,74.8,136
"MS",2011,NA,96218,9.8,2979.147,14.5,19.8,74.8,135.2
"MS",2012,NA,100448.4,8.8,2984.599,11,20.7,74.2,137
"MS",2013,NA,102371,8.5,2989.839,13.6,20.4,74.2,136.8
"MS",2014,NA,104300.3,7.6,2991.892,11.1,21.1,73.2,139.6
"MS",2015,NA,105914.6,6.5,2990.231,10.4,20.8,70.7,141.8
"MS",2016,NA,107291.4,6,2990.595,9.6,21.8,69.7,143.2
"MS",2017,NA,109600.8,5.2,2990.674,11.8,21.9,71,144.2
"MS",2018,NA,112201.7,5,2982.879,9.7,23.2,72.5,145
"MS",2019,NA,114234.4,5.5,2978.227,8.7,22.3,72.7,146.8
"MS",2020,NA,115123.4,8.1,2958.141,8.6,24.5,74.2,139.6
"MS",2021,NA,127307.7,5.5,2949.586,9.2,24.8,71.3,143.8
"MS",2022,NA,138739.7,3.9,2940.057,8.4,NA,73.1,147.9
"MO",1997,NA,163175.6,4.4,5407.113,8.9,NA,70.5,377
"MO",1998,NA,169483.4,4,5437.562,9.2,NA,70.7,378.1
"MO",1999,NA,177738,3.2,5468.338,9.9,NA,72.9,373.6
"MO",2000,NA,186650,3.4,5607.285,15,NA,74.2,365.3
"MO",2001,NA,190657.1,4.5,5641.142,17.4,NA,74,345.3
"MO",2002,NA,197557.7,5.3,5674.825,9.2,NA,74.8,325.5
"MO",2003,NA,205588.5,5.7,5709.403,9.5,NA,74,316.7
"MO",2004,NA,217084.2,5.9,5747.741,10.3,NA,72.4,313.4
"MO",2005,NA,227971.3,5.4,5790.3,13.8,NA,72.3,312
"MO",2006,NA,236386,4.9,5842.704,11.3,24.3,71.9,310.2
"MO",2007,NA,244331.3,5.1,5887.612,11.7,24.5,70.4,303.8
"MO",2008,NA,254045.8,6.2,5923.916,11.3,25,71.4,292.7
"MO",2009,NA,253317.7,9,5961.088,11.1,25.2,72,257.2
"MO",2010,NA,259816.1,9.5,5996.089,11.6,25.6,71.2,246.3
"MO",2011,NA,262067.1,8.6,6011.182,10.8,26.1,71.1,249.8
"MO",2012,NA,271535.1,7.2,6026.027,10.4,26.4,70.8,252.3
"MO",2013,NA,280571,6.8,6042.989,11,27,71.3,253
"MO",2014,NA,287507.5,6.2,6059.13,9.9,27.5,70.5,256.8
"MO",2015,NA,296929.3,5.1,6075.411,9.1,27.8,68.5,261.9
"MO",2016,NA,300914.5,4.6,6091.384,9.1,28.5,66.7,264
"MO",2017,NA,308002.3,3.7,6111.382,9.9,29.1,67.6,266.7
"MO",2018,NA,318153.5,3.2,6125.986,10,29.5,69.7,272.9
"MO",2019,NA,332485.8,3.2,6140.475,9.3,30.2,69.1,277.4
"MO",2020,NA,330249.9,6.2,6153.998,6.7,31.9,71.1,266.6
"MO",2021,NA,358572,4.1,6169.823,8.6,31.7,72.8,271.4
"MO",2022,NA,389931.2,2.5,6177.957,7.1,NA,70.6,282.6
"MT",1997,NA,19290.4,5.5,878.706,5,NA,67.5,22.2
"MT",1998,NA,20429.1,5.6,879.533,5.8,NA,68.6,22.2
"MT",1999,NA,20812.2,5.3,882.779,5.4,NA,70.6,22.6
"MT",2000,NA,21876.7,4.8,903.773,7.5,NA,70.2,22.5
"MT",2001,NA,22847.6,4.6,906.961,6.6,NA,68.3,21.4
"MT",2002,NA,23942.1,4.6,911.667,7,NA,69.4,20
"MT",2003,NA,25714.9,4.7,919.63,8.5,NA,71.5,19
"MT",2004,NA,28160.5,4.5,930.009,9.7,NA,72.4,19.2
"MT",2005,NA,30875.8,4.1,940.102,10.3,NA,70.4,19.6
"MT",2006,NA,33166.1,3.3,952.692,7.9,27.4,69.5,20.2
"MT",2007,NA,36233.2,3.4,964.706,6,27,67.3,20.5
"MT",2008,NA,37224.9,4.7,976.415,5.6,27.1,70.3,20
"MT",2009,NA,36187.8,7.1,983.982,6.6,27.4,70.7,17.4
"MT",2010,NA,38336.1,7.2,990.73,5.7,28.8,68.1,16.5
"MT",2011,NA,40995.1,6.6,997.518,4.9,28.2,68.4,16.8
"MT",2012,NA,42340.9,5.8,1004.168,5.9,29.4,67.8,17.6
"MT",2013,NA,43687.9,5.3,1014.158,5.2,29,67.4,18.4
"MT",2014,NA,45177.2,4.7,1022.657,4,29.3,66.9,18.9
"MT",2015,NA,46604.1,4.3,1031.495,3.9,30.6,66.4,19.1
"MT",2016,NA,45490.9,4.3,1042.137,6,31,67.1,19.5
"MT",2017,NA,48533.9,4.1,1053.862,6.9,32.3,67.6,19.9
"MT",2018,NA,50916.9,3.8,1061.818,5.9,31.7,67.4,20.6
"MT",2019,NA,51925.4,3.5,1070.123,5,33.6,68.7,21
"MT",2020,NA,52355.8,5.8,1087.075,4.4,34.6,68.4,20.5
"MT",2021,NA,58699.8,3.4,1106.227,4.1,34.8,68.1,21.3
"MT",2022,NA,65014.5,2.6,1122.867,3.2,NA,68.3,22.2
"NE",1997,NA,49819.2,2.4,1656.042,6.3,NA,66.7,112.3
"NE",1998,NA,51822.1,2.5,1660.772,7.3,NA,69.9,114
"NE",1999,NA,53685.2,2.7,1666.028,9.9,NA,70.9,112.9
"NE",2000,NA,56527.5,2.8,1713.82,7.4,NA,70.2,113.9
"NE",2001,NA,59607.2,3.2,1719.836,9.3,NA,70.1,111
"NE",2002,NA,61417.3,3.7,1728.292,10.2,NA,68.5,106.1
"NE",2003,NA,66402.1,3.9,1738.643,10,NA,69.5,102.4
"NE",2004,NA,70469.2,3.9,1749.37,9.5,NA,71.2,101
"NE",2005,NA,74564.5,3.8,1761.497,10.3,NA,70.2,101.3
"NE",2006,NA,78813.8,3,1772.693,10.2,26.9,67.6,101.5
"NE",2007,NA,83834.8,2.9,1783.44,10.2,27.5,68.2,101.4
"NE",2008,NA,85628,3.3,1796.378,9,27.1,69.6,101.4
"NE",2009,NA,86870.4,4.7,1812.683,8.9,27.4,70.2,93.2
"NE",2010,NA,91561.5,4.7,1829.591,7.2,28.6,70.4,91.7
"NE",2011,NA,99921.1,4.4,1840.914,8.1,27.9,68.9,93.4
"NE",2012,NA,102725.9,3.9,1853.691,7.5,29,69.3,95
"NE",2013,NA,107260.7,3.7,1865.813,6.5,29.4,68.2,96.5
"NE",2014,NA,111945.9,3.3,1879.955,5.5,29.5,66.7,97.5
"NE",2015,NA,116514.6,3,1892.059,5.9,30.2,68.1,97.4
"NE",2016,NA,118145.9,3.1,1906.483,6.5,31.4,68,96.9
"NE",2017,NA,121726.6,3,1916.998,7,31.7,66.1,98.2
"NE",2018,NA,127015.5,2.9,1925.512,7.3,32.4,66.4,99.7
"NE",2019,NA,131866.9,3.1,1932.571,6.5,33.2,68.2,99.8
"NE",2020,NA,134580.8,4.3,1962.642,6.5,33.3,69.8,97.5
"NE",2021,NA,146285.4,2.7,1963.554,5.7,34.4,68.4,99.5
"NE",2022,NA,161702,2.3,1967.923,5.2,NA,69,103.4
"NV",1997,NA,60259.1,4.4,1675.581,7.5,NA,61.2,39.6
"NV",1998,NA,65114.2,4.2,1743.772,9.3,NA,61.4,40.6
"NV",1999,NA,71595.9,4,1809.253,9.7,NA,63.7,41
"NV",2000,NA,76833.1,4.1,2018.741,11.6,NA,64,42.8
"NV",2001,NA,80429.2,5.2,2098.399,12,NA,64.6,44
"NV",2002,NA,85008.7,5.7,2173.791,13.6,NA,65.3,42.9
"NV",2003,NA,90633.6,5.3,2248.85,11.6,NA,64.8,43.7
"NV",2004,NA,103231,4.5,2346.222,10.6,NA,65.7,45.9
"NV",2005,NA,116166.2,4.1,2432.143,8.4,NA,63.4,48
"NV",2006,NA,125848.3,4.1,2522.658,9.1,20.8,65.7,50.4
"NV",2007,NA,131620.9,4.6,2601.072,9.8,21.8,63.3,50.2
"NV",2008,NA,130609.5,6.9,2653.63,14,21.9,63.6,48.2
"NV",2009,NA,122127.1,11.7,2684.665,14.2,21.8,62.4,40.3
"NV",2010,NA,124669.4,13.7,2702.483,13.4,21.7,59.7,37.9
"NV",2011,NA,127677.9,13.3,2713.114,11,22.5,56.2,38.4
"NV",2012,NA,129312.9,11.6,2744.67,11.9,22.4,55.7,39.2
"NV",2013,NA,132086.4,10,2776.956,13.1,22.5,56,40.5
